Plot,Feeder,Time,Invasive,Veg Type,Species,Height,Browse
WS1,Y,2020,Native,Vine,trumpet Creeper,5,
WS1,N,2020,Native,Tree,Sweetgum,150,
WS1,N,2020,Native,Grass,sedge,34,
WS1,N,2020,Invasive,Vine,Japanese Honeysuckle,38,
WS1,N,2020,Invasive,Vine,Japanese Honeysuckle,57,
WS1,N,2020,Invasive,Vine,Japanese Honeysuckle,25,
WS1,N,2020,Invasive,Vine,Japanese Honeysuckle,9,
WS1,N,2020,Invasive,Shrub,Chinese Privet,24,
WS1,N,2020,Invasive,Shrub,Chinese Privet,12,
WS1,N,2020,Native,Vine,Virginia Creeper,7,
WS1,N,2020,Native,Vine,Virginia Creeper,5,
WS1,N,2020,Native,Vine,Virginia Creeper,7,
WS1,N,2020,Native,Shrub,American Beautyberry,56,
WS5,Y,2020,Native,Forb,lizards Tail,10,
WS5,Y,2020,Native,Vine,Climbing Dogbane,10,
WS5,Y,2020,Native,Vine,Peppervine,30,
WS5,Y,2020,Native,Vine,Peppervine,24,
WS5,Y,2020,Native,Vine,Peppervine,25,
WS5,Y,2020,Native,Vine,Peppervine,50,
WS5,Y,2020,Native,Forb,American Bugleweed,14,
WS5,Y,2020,Native,Forb,Goldenrod,30,
WS5,Y,2020,Native,Forb,Goldenrod,38,
WS5,Y,2020,Native,Forb,Goldenrod,36,
WS5,Y,2020,Native,Forb,Goldenrod,20,
WS5,Y,2020,Native,Tree,Water Oak,110,
WS5,Y,2020,Native,Tree,Green Ash,150,
WS5,Y,2020,Native,Forb,Burnweed,9,
WS5,Y,2020,Native,Forb,false nettle,11,
WS5,Y,2020,Native,Shrub,buttonbush,64,
WS5,N,2020,Native,Vine,Poison Ivy,58,
WS5,N,2020,Native,Vine,Poison Ivy,54,
WS5,N,2020,Native,Vine,Poison Ivy,38,
WS5,N,2020,Native,Vine,Poison Ivy,48,
WS5,N,2020,Native,Vine,Poison Ivy,31,
WS5,N,2020,Native,Vine,Poison Ivy,25,
WS5,N,2020,Native,Vine,Poison Ivy,22,
WS5,N,2020,Native,Vine,Poison Ivy,20,
WS5,N,2020,Native,Forb,false nettle,32,
WS5,N,2020,Native,Forb,false nettle,60,
WS5,N,2020,Native,Vine,Virginia Creeper,12,
WS5,N,2020,Native,Vine,Virginia Creeper,19,
WS5,N,2020,Native,Vine,Virginia Creeper,11,
WS5,N,2020,Native,Vine,Virginia Creeper,11,
WS5,N,2020,Native,Vine,Virginia Creeper,17,
WS5,N,2020,Native,Vine,trumpet Creeper,34,
WS5,N,2020,Native,Vine,trumpet Creeper,34,
WS5,N,2020,Native,Vine,blackberry,52,
WS5,N,2020,Native,Vine,blackberry,17,
WS5,N,2020,Native,Vine,blackberry,30,
WS5,N,2020,Native,Forb,buttonweed,40,
WS5,N,2020,Invasive,Vine,Japanese Honeysuckle,23,
WS5,N,2020,Invasive,Vine,Japanese Honeysuckle,34,
WS5,N,2020,Invasive,Vine,Japanese Honeysuckle,25,
WS5,N,2020,Invasive,Vine,Japanese Honeysuckle,23,
WS5,N,2020,Native,Tree,Red maple,42,
WS5,N,2020,Native,Forb,Desmodium,41,
WS5,N,2020,Invasive,Forb,Sericea Lespedeza,34,
WS5,N,2020,Invasive,Forb,Sericea Lespedeza,62,
WS5,N,2020,Native,Tree,Loblolly Pine,38,
WS2,N,2020,Native,Forb,late boneset,74,
WS2,N,2020,Native,Forb,late boneset,24,
WS2,N,2020,Native,Vine,jessamine,24,
WS2,N,2020,Native,Vine,jessamine,22,
WS2,N,2020,Native,Vine,blackberry,26,
WS2,N,2020,Native,Vine,buckwheat vine,22,
WS2,N,2020,Native,Forb,horse nettle,39,
WS2,N,2020,Native,Forb,Goldenrod,38,
WS2,N,2020,Native,Forb,Goldenrod,30,
WS2,N,2020,Native,Forb,Goldenrod,44,
WS2,N,2020,Native,Forb,Goldenrod,41,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,8,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,10,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,11,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,14,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,14,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,16,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,15,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,12,
WS2,N,2020,Invasive,Vine,Japanese Honeysuckle,14,
WS2,N,2020,Native,Grass,rush,72,
WS2,N,2020,Native,Vine,Virginia Creeper,9,
WS2,N,2020,Native,Vine,Virginia Creeper,8,
WS2,N,2020,Native,Vine,Virginia Creeper,10,
WS2,N,2020,Native,Vine,Virginia Creeper,6,
WS2,N,2020,Native,Vine,Virginia Creeper,9,
WS2,N,2020,Native,Vine,Virginia Creeper,9,
WS2,N,2020,Native,Vine,Virginia Creeper,8,
WS2,N,2020,Native,Vine,Virginia Creeper,8,
WS2,N,2020,Native,Vine,Virginia Creeper,9,
WS2,N,2020,Native,Vine,Virginia Creeper,12,
WS2,N,2020,Native,Vine,Virginia Creeper,9,
WS2,N,2020,Native,Vine,Virginia Creeper,8,
WS2,N,2020,Native,Vine,Virginia Creeper,10,
WS2,N,2020,Native,Vine,Virginia Creeper,7,
WS2,N,2020,Native,Vine,Virginia Creeper,7,
WS2,N,2020,Native,Vine,Virginia Creeper,8,
WS2,N,2020,Native,Vine,Virginia Creeper,13,
WS2,N,2020,Native,Tree,grey dogwood,20,
WS2,Y,2020,Native,Forb,spanish needles,37,
WS2,Y,2020,Native,Forb,spanish needles,36,
WS2,Y,2020,Native,Forb,spanish needles,52,
WS2,Y,2020,Native,Forb,spanish needles,108,
WS2,Y,2020,Native,Forb,spanish needles,42,
WS2,Y,2020,Native,Forb,spanish needles,58,
WS2,Y,2020,Native,Forb,spanish needles,46,
WS2,Y,2020,Native,Forb,spanish needles,25,
WS2,Y,2020,Native,Forb,spanish needles,56,
WS2,Y,2020,Native,Forb,spanish needles,42,
WS2,Y,2020,Native,Forb,spanish needles,24,
WS2,Y,2020,Native,Forb,spanish needles,4,
WS2,Y,2020,Native,Forb,spanish needles,25,
WS2,Y,2020,Native,Forb,spanish needles,26,
WS2,Y,2020,Native,Forb,late boneset,84,
WS2,Y,2020,Native,Grass,sedge,65,
WS2,Y,2020,Native,Forb,horse nettle,5,
WS2,Y,2020,Native,Vine,trumpet Creeper,68,
WS2,Y,2020,Native,Vine,trumpet Creeper,82,
WS2,Y,2020,Native,Vine,trumpet Creeper,63,1o3
WS2,Y,2020,Native,Vine,trumpet Creeper,8,
WS2,Y,2020,Native,Vine,trumpet Creeper,20,
WS2,Y,2020,Native,Vine,trumpet Creeper,36,
WS2,Y,2020,Native,Vine,trumpet Creeper,42,
WS2,Y,2020,Native,Vine,trumpet Creeper,35,
WS2,Y,2020,Native,Vine,trumpet Creeper,32,
WS2,Y,2020,Native,Forb,seedbox,28,
WS2,Y,2020,Native,Forb,bushy aster,37,
WS2,Y,2020,Native,Vine,blackberry,13,
P4,Y,2020,Native,Tree,Hickory,41,
P4,Y,2020,Native,Vine,jessamine,9,
P4,Y,2020,Native,Vine,jessamine,11,
P4,Y,2020,Native,Vine,jessamine,5,
P4,Y,2020,Native,Vine,jessamine,11,
P4,Y,2020,Native,Vine,jessamine,9,
P4,Y,2020,Native,Vine,jessamine,10,
P4,Y,2020,Native,Vine,jessamine,10,
P4,Y,2020,Invasive,Vine,Japanese Honeysuckle,6,
P4,Y,2020,Native,Forb,Snakeroot,29,
P4,Y,2020,Native,Grass,Dicahnthelium,11,
P4,Y,2020,Native,Grass,Dicahnthelium,11,
P4,Y,2020,Native,Grass,Dicahnthelium,10,
P4,Y,2020,Native,Vine,Muscadine,19,
P4,N,2020,Native,Tree,Willow Oak,34,
P4,N,2020,Native,Tree,Willow Oak,9,
P4,N,2020,Native,Tree,Willow Oak,8,
P4,N,2020,Native,Vine,Muscadine,31,
P4,N,2020,Native,Vine,Muscadine,17,
P4,N,2020,Native,Vine,Muscadine,13,
P4,N,2020,Native,Vine,Muscadine,9,
P4,N,2020,Native,Vine,Muscadine,18,
P4,N,2020,Native,Vine,Muscadine,20,
P4,N,2020,Native,Vine,Muscadine,18,
P4,N,2020,Native,Vine,Muscadine,18,
P4,N,2020,Native,Vine,Muscadine,18,
P4,N,2020,Native,Vine,Muscadine,18,
P4,N,2020,Native,Vine,Muscadine,18,
P4,N,2020,Native,Vine,Crossvine,13,
P4,N,2020,Native,Vine,Crossvine,19,
P4,N,2020,Native,Vine,Crossvine,9,
P4,N,2020,Native,Vine,Crossvine,15,
P4,N,2020,Native,Vine,Smilax,38,
P4,N,2020,Native,Grass,Spike grass,19,
P3,Y,2020,Native,Vine,muscadine,32,
P3,Y,2020,Native,Vine,muscadine,27,
P3,Y,2020,Native,Vine,muscadine,41,
P3,N,2020,Native,Tree,Green Ash,37,
P8,Y,2020,Native,Shrub,American Beautyberry,49,
P8,N,2020,Invasive,Vine,Japanese Honeysuckle,22,
P8,N,2020,Invasive,Vine,Japanese Honeysuckle,10,
P8,N,2020,Invasive,Vine,Japanese Honeysuckle,13,
P8,N,2020,Invasive,Shrub,Chinese Privet,19,
P7,N,2020,Native,Shrub,American Beautyberry,121,
P7,N,2020,Native,Vine,Poison Ivy,19,
P7,N,2020,Native,Vine,Poison Ivy,19,
P7,N,2020,Native,Vine,Muscadine,10,
P7,N,2020,Native,Vine,Muscadine,6,
WS8,Y,2020,Invasive,Vine,Japanese Honeysuckle,9,
WS8,Y,2020,Invasive,Vine,Japanese Honeysuckle,11,
WS8,Y,2020,Invasive,Vine,Japanese Honeysuckle,3,
WS8,Y,2020,Invasive,Vine,Japanese Honeysuckle,8,
WS8,Y,2020,Native,Vine,Poison Ivy,16,
WS8,N,2020,Native,Tree,Red maple,61,
WS8,N,2020,Native,Tree,Red maple,34,
WS8,N,2020,Native,Vine,Muscadine,36,
WS8,N,2020,Native,Vine,Muscadine,14,
WS8,N,2020,Native,Vine,Muscadine,15,
WS8,N,2020,Native,Vine,Muscadine,9,
WS8,N,2020,Native,Vine,Poison Ivy,24,
WS8,N,2020,Native,Vine,Poison Ivy,7,
WS8,N,2020,Native,Vine,Blackberry,25,
WS8,N,2020,Invasive,Vine,Japanese Honeysuckle,26,
WS8,N,2020,Invasive,Vine,Japanese Honeysuckle,22,
WS8,N,2020,Invasive,Vine,Japanese Honeysuckle,13,
WS8,N,2020,Invasive,Vine,Japanese Honeysuckle,6,
WS8,N,2020,Native,Vine,Virginia Creeper,11,
WS8,N,2020,Native,Vine,Virginia Creeper,8,
WS8,N,2020,Native,Vine,Virginia Creeper,14,
WS8,N,2020,Invasive,Shrub,Chinese Privet,17,
D3,N,2020,Native,Forb,American Jumpseed,20,
D3,N,2020,Native,Tree,Green Ash,34,
D3,N,2020,Native,Vine,crossvine,12,
D3,N,2020,Native,Vine,crossvine,19,
D3,N,2020,Native,Vine,crossvine,9,
D3,N,2020,Native,Vine,crossvine,11,
D3,N,2020,Native,Vine,crossvine,5,
D3,N,2020,Native,Vine,crossvine,11,
D3,N,2020,Native,Vine,crossvine,11,
D3,N,2020,Native,Vine,Smilax,29,18o28
D3,N,2020,Native,Vine,Poison Ivy,32,
D3,N,2020,Native,Vine,Poison Ivy,25,
D3,N,2020,Native,Vine,Poison Ivy,16,
D3,N,2020,Native,Vine,Poison Ivy,29,
D3,N,2020,Native,Vine,Poison Ivy,19,
D3,N,2020,Native,Vine,Poison Ivy,20,
D3,N,2020,Native,Vine,Poison Ivy,32,
D3,N,2020,Native,Vine,Poison Ivy,39,
D3,Y,2020,Native,Vine,Poison Ivy,52,
D3,Y,2020,Native,Vine,Poison Ivy,33,
D3,Y,2020,Native,Vine,Poison Ivy,52,
D3,Y,2020,Native,Vine,Poison Ivy,56,
D3,Y,2020,Native,Vine,Poison Ivy,53,
D3,Y,2020,Native,Vine,Poison Ivy,56,
D3,Y,2020,Native,Vine,Poison Ivy,8,
D3,Y,2020,Native,Vine,Poison Ivy,12,
D3,Y,2020,Native,Vine,Poison Ivy,6,
D3,Y,2020,Invasive,Forb,Goutweed,37,
D3,Y,2020,Native,Vine,crossvine,18,
D3,Y,2020,Native,Vine,crossvine,12,
D3,Y,2020,Native,Vine,crossvine,3,
LV3,N,2020,Native,Vine,Poison Ivy,28,
LV3,N,2020,Native,Vine,Poison Ivy,27,
LV3,N,2020,Native,Vine,Poison Ivy,32,
LV3,N,2020,Native,Vine,Poison Ivy,19,
LV3,N,2020,Native,Vine,Poison Ivy,16,
LV3,N,2020,Native,Vine,Poison Ivy,40,
LV3,N,2020,Native,Vine,Poison Ivy,32,
LV3,N,2020,Native,Vine,Poison Ivy,34,
LV3,N,2020,Native,Vine,Partridge Pea,37,
LV3,N,2020,Native,Vine,Alabama Supplejack,32,
LV3,N,2020,Native,Vine,Blackberry,29,
LV3,N,2020,Native,Vine,Blackberry,74,
LV3,N,2020,Native,Vine,Blackberry,49,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,43,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,37,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,36,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,22,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,43,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,35,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,34,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,43,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,47,
LV3,N,2020,Invasive,Vine,Japanese Honeysuckle,53,
D2,Y,2020,Native,Grass,sedge,15,
D2,Y,2020,Native,Vine,crossvine,18,
D2,Y,2020,Native,Forb,snakeroot,9,
D2,Y,2020,Native,Forb,snakeroot,19,
D2,Y,2020,Native,Forb,snakeroot,19,
D2,Y,2020,Native,Forb,snakeroot,19,
D2,Y,2020,Native,Forb,snakeroot,19,
D2,Y,2020,Native,Forb,snakeroot,19,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,Y,2020,Native,Forb,snakeroot,35,
D2,N,2020,Native,Vine,crossvine,12,
D2,N,2020,Native,Vine,crossvine,9,
D2,N,2020,Native,Vine,crossvine,12,
D2,N,2020,Native,Vine,crossvine,15,
D2,N,2020,Native,Vine,crossvine,9,
D2,N,2020,Native,Vine,crossvine,13,
D2,N,2020,Native,Vine,crossvine,12,
D2,N,2020,Native,Vine,crossvine,21,
D2,N,2020,Native,Forb,Calico Aster,26,
D2,N,2020,Native,Forb,Calico Aster,39,
D2,N,2020,Native,Forb,Calico Aster,20,
D2,N,2020,Native,Forb,Calico Aster,14,
D2,N,2020,Native,Vine,Blackberry,29,
D2,N,2020,Native,Vine,Blackberry,18,
D2,N,2020,Native,Vine,Blackberry,8,
D2,N,2020,Native,Forb,Snakeroot,11,
D2,N,2020,Native,Forb,Snakeroot,12,
D2,N,2020,Native,Forb,Snakeroot,12,
D2,N,2020,Native,Grass,Sedge,18,
WS4,Y,2020,Native,Vine,Poison Ivy,34,
WS4,Y,2020,Native,Vine,Poison Ivy,28,
WS4,Y,2020,Native,Vine,Muscadine,12,
WS4,Y,2020,Native,Vine,Muscadine,20,
WS4,Y,2020,Native,Vine,Muscadine,52,
WS4,Y,2020,Native,Tree,Green Ash,66,
WS4,Y,2020,Native,Vine,Jessamine,11,
WS4,Y,2020,Native,Vine,Jessamine,9,
WS4,N,2020,Native,Vine,Poison Ivy,26,
WS4,N,2020,Native,Vine,Poison Ivy,28,
WS4,N,2020,Native,Vine,Poison Ivy,30,
WS4,N,2020,Native,Vine,Poison Ivy,20,
WS4,N,2020,Native,Vine,Poison Ivy,19,
WS4,N,2020,Native,Vine,Poison Ivy,17,
WS4,N,2020,Native,Vine,Poison Ivy,27,
WS4,N,2020,Native,Vine,Poison Ivy,16,
WS4,N,2020,Native,Vine,Poison Ivy,28,
WS4,N,2020,Native,Vine,Poison Ivy,14,
WS4,N,2020,Native,Vine,Poison Ivy,16,
WS4,N,2020,Native,Vine,Poison Ivy,26,
WS4,N,2020,Native,Vine,Poison Ivy,41,
WS4,N,2020,Native,Vine,Poison Ivy,38,
WS4,N,2020,Native,Vine,Poison Ivy,15,
WS4,N,2020,Native,Vine,Virginia Creeper,4,
WS4,N,2020,Native,Vine,Virginia Creeper,6,
WS4,N,2020,Native,Vine,Virginia Creeper,8,
WS4,N,2020,Native,Vine,Virginia Creeper,8,
WS4,N,2020,Native,Vine,Virginia Creeper,10,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,26,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,24,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,13,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,18,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,12,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,33,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,14,
WS4,N,2020,Invasive,Vine,Japanese Honeysuckle,13,
WS4,N,2020,Native,Vine,Smilax,17,
WS6,Y,2020,Native,Vine,peppervine,41,
WS6,Y,2020,Native,Vine,peppervine,33,
WS6,Y,2020,Native,Vine,peppervine,19,
WS6,Y,2020,Native,Vine,peppervine,16,
WS6,Y,2020,Native,Vine,peppervine,27,
WS6,Y,2020,Native,Vine,peppervine,27,
WS6,Y,2020,Native,Vine,peppervine,16,
WS6,Y,2020,Native,Vine,peppervine,28,
WS6,Y,2020,Native,Vine,peppervine,28,
WS6,Y,2020,Native,Vine,peppervine,20,
WS6,Y,2020,Native,Vine,peppervine,9,
WS6,Y,2020,Native,Vine,peppervine,11,
WS6,Y,2020,Native,Vine,peppervine,33,
WS6,Y,2020,Invasive,Grass,crabgrass,39,
WS6,Y,2020,Invasive,Grass,crabgrass,32,
WS6,Y,2020,Invasive,Grass,crabgrass,20,
WS6,Y,2020,Native,Forb,Ivy-leaf morning glory,16,
WS6,Y,2020,Native,Forb,Ivy-leaf morning glory,4,
WS6,Y,2020,Native,Forb,Ivy-leaf morning glory,7,
WS6,Y,2020,Native,Forb,camphorweed,16,
WS7,N,2020,Native,Tree,hickory,150,
WS7,N,2020,Native,Vine,Trumpet Creeper,54,
WS7,N,2020,Native,Vine,Trumpet Creeper,54,
WS7,N,2020,Native,Vine,Trumpet Creeper,62,
WS7,N,2020,Native,Vine,Trumpet Creeper,74,
WS7,N,2020,Native,Vine,Trumpet Creeper,51,
WS7,N,2020,Native,Vine,Buckwheat Vine,103,
WS7,N,2020,Native,Forb,Spanish Needles,130,
WS7,N,2020,Native,Vine,peppervine,117,
WS7,N,2020,Native,Vine,peppervine,56,
WS7,N,2020,Native,Vine,peppervine,70,
WS7,N,2020,Native,Forb,false nettle,25,
WS7,N,2020,Native,Forb,American Bugleweed,24,
WS7,Y,2020,Native,Tree,Yellow Poplar,74,
WS7,Y,2020,Native,Forb,Sumpweed,29,
WS7,Y,2020,Native,Forb,Sumpweed,24,
WS7,Y,2020,Native,Forb,Sumpweed,19,
WS7,Y,2020,Native,Forb,Sumpweed,34,
WS7,Y,2020,Native,Forb,Sumpweed,24,
WS7,Y,2020,Native,Forb,Sumpweed,13,
WS7,Y,2020,Native,Forb,Sumpweed,5,
WS7,Y,2020,Native,Vine,Trumpet Creeper,44,
WS7,Y,2020,Native,Vine,Trumpet Creeper,35,
WS7,Y,2020,Native,Vine,Trumpet Creeper,39,
WS7,Y,2020,Native,Tree,Winged Elm,30,
WS7,Y,2020,Native,Forb,bushy aster,40,
WS7,Y,2020,Native,Vine,blackberry,4,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,18,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,12,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,57,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,16,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,11,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,3,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,12,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,16,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,16,
LV1,Y,2020,Invasive,Vine,Japanese Honeysuckle,10,
LV1,Y,2020,Native,Vine,Smilax,54,5o5
LV1,Y,2020,Native,Vine,Smilax,68,3o3
LV1,Y,2020,Native,Vine,Smilax,29,3o5
LV1,Y,2020,Native,Vine,Smilax,37,4o4
LV1,Y,2020,Native,Vine,Smilax,31,3o4
LV1,Y,2020,Native,Vine,Poison Ivy,24,
LV1,Y,2020,Native,Vine,Poison Ivy,16,
LV1,Y,2020,Invasive,Forb,Brazzilian Vervain,22,3o4
LV1,N,2020,Native,Tree,Sweetgum,134,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,41,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,51,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,30,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,18,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,19,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,17,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,24,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,17,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,41,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,41,
LV1,N,2020,Invasive,Vine,Japanese Honeysuckle,41,
LV1,N,2020,Native,Forb,Desmodium,24,
LV1,N,2020,Native,Forb,Desmodium,22,
LV1,N,2020,Native,Forb,Desmodium,18,
LV1,N,2020,Native,Forb,Desmodium,21,
LV1,N,2020,Native,Forb,Goldenrod,93,
LV1,N,2020,Native,Forb,Goldenrod,104,
LV1,N,2020,Native,Forb,Goldenrod,120,
LV1,N,2020,Native,Forb,Goldenrod,97,
LV1,N,2020,Native,Grass,Dicahnthelium,10,
LV1,N,2020,Native,Grass,Dicahnthelium,10,
LV1,N,2020,Native,Grass,Dicahnthelium,10,
LV1,N,2020,Native,Grass,Dicahnthelium,10,
LV1,N,2020,Native,Grass,Dicahnthelium,10,
LV1,N,2020,Native,Vine,Poison Ivy,15,
LV1,N,2020,Native,Vine,Poison Ivy,15,
LV1,N,2020,Native,Vine,Poison Ivy,15,
LV1,N,2020,Native,Forb,Flattop Goldenrod,38,
LV4,Y,2020,Native,Vine,Partridge Pea,29,
LV4,Y,2020,Native,Vine,Partridge Pea,36,
LV4,Y,2020,Native,Vine,Partridge Pea,34,
LV4,Y,2020,Native,Forb,Devil's Beggarticks,37,
LV4,Y,2020,Native,Forb,Devil's Beggarticks,68,
LV4,Y,2020,Native,Forb,Devil's Beggarticks,49,
LV4,Y,2020,Native,Forb,Devil's Beggarticks,48,
LV4,Y,2020,Native,Forb,Devil's Beggarticks,56,
LV4,Y,2020,Native,Shrub,American Beautyberry,150,
LV4,Y,2020,Native,Shrub,American Beautyberry,150,
LV4,Y,2020,Native,Shrub,American Beautyberry,150,
LV4,Y,2020,Native,Forb,Goldenrod,42,
LV4,Y,2020,Native,Forb,Goldenrod,47,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Grass,Beaked Panicgrass,41,
LV4,Y,2020,Native,Vine,Blackberry,29,
LV4,Y,2020,Native,Grass,Spike grass,38,
LV4,Y,2020,Native,Grass,Spike grass,38,
LV4,Y,2020,Native,Grass,Spike grass,38,
P7,N,2018,Native,Vine,Poison Ivy,15,
P7,N,2018,Native,Vine,Poison Ivy,21,
P7,N,2018,Native,Vine,Poison Ivy,20,
P7,N,2018,Native,Vine,Muscadine,13,
P7,N,2018,Native,Vine,Muscadine,11,
P7,N,2018,Native,Vine,Muscadine,9,
P7,N,2018,Native,Vine,Muscadine,11,
P7,N,2018,Native,Shrub,American Beautyberry,60,
P7,N,2018,Native,Shrub,American Beautyberry,33,
P7,N,2018,Native,Shrub,American Beautyberry,108,
P7,Y,2018,Native,Vine,Poison Ivy,13,
P7,Y,2018,Native,Vine,Poison Ivy,39,
P7,Y,2018,Native,Vine,Muscadine,13,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,7,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,31,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,6,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,41,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,31,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,41,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,19,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,4,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,6,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,8,
LV1,Y,2019,Invasive,Vine,Japanese Honeysuckle,3,
LV1,Y,2019,Native,Vine,Blackberry,36,
LV1,Y,2019,Native,Vine,Poison Ivy,28,
LV1,Y,2019,Native,Vine,Smilax,27,X
LV1,Y,2019,Native,Vine,Smilax,13,X
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,10,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,40,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,4,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,43,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,33,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,41,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,21,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,7,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,16,
